acceptor	enzyme	reaction
GDPGlc	At_71C5	0
GDPGlc	At_72B3	0
GDPGlc	At_76E11	0
GDPGlc	At_75D1	0
GDPGlc	At_72C1	0
GDPGlc	At_72B1	0
GDPGlc	At_84B2	0
GDPGlc	At_71C1	0
GDPGlc	At_71C2	0
GDPGlc	At_89B1	0
GDPGlc	At_74F1	0
GDPGlc	At_72E2	0
GDPGlc	At_72E3	0
GDPGlc	At_71C3	0
GDPGlc	At_71C4	0
GDPGlc	At_71B1	0
GDPGlc	At_73B3	1
GDPGlc	At_78D2	1
GDPGlc	At_71B6	0
GDPGlc	At_73B1	0
GDPGlc	At_88A1	0
GDPGlc	At_73C3	0
GDPGlc	At_73B5	0
GDPGlc	At_76E12	0
GDPGlc	VVGT1	1
GDPGlc	At_72D1	0
GDPGlc	At_74B1	0
GDPGlc	At_73C5	0
GDPGlc	At_73C6	0
GDPGlc	At_73C1	0
GDPGlc	At_73B4	0
GDPGlc	At_74F2	0
GDPGlc	At_84A3	0
GDPGlc	At_84A4	0
GDPGlc	At_84B1	0
GDPGlc	At_84A2	0
GDPGlc	At_84A1	1
GDPGlc	At_75B1	0
GDPMan	At_78D1	0
GDPMan	At_76E5	0
GDPMan	At_73C7	0
GDPMan	At_73B2	0
GDPMan	At_72E1	0
GDPMan	At_89C1	0
GDPMan	At_85A5	0
GDPMan	At_85A4	0
GDPMan	At_71B8	0
GDPMan	At_76E4	0
GDPMan	At_76E2	0
GDPMan	At_76E1	0
GDPMan	At_71C5	0
GDPMan	At_72B3	0
GDPMan	At_76E11	0
GDPMan	At_75D1	0
GDPMan	At_72C1	0
GDPMan	At_72B1	0
GDPMan	At_84B2	0
GDPMan	At_71C1	0
GDPMan	At_71C2	0
GDPMan	At_89B1	0
GDPMan	At_74F1	0
GDPMan	At_72E2	0
GDPMan	At_72E3	0
GDPMan	At_71C3	0
GDPMan	At_71C4	0
GDPMan	At_71B1	0
GDPMan	At_73B3	0.5
GDPMan	At_78D2	0
GDPMan	At_71B6	0
GDPMan	At_73B1	0
GDPMan	At_88A1	0
GDPMan	At_73C3	0
GDPMan	At_73B5	0
GDPMan	At_76E12	0
GDPMan	VVGT1	0
GDPMan	At_72D1	0
GDPMan	At_74B1	0
GDPMan	At_73C5	0
GDPMan	At_73C6	0
GDPMan	At_73C1	0
GDPMan	At_73B4	0
GDPMan	At_74F2	0
GDPMan	At_84A3	0
GDPMan	At_84A4	0
GDPMan	At_84B1	0
GDPMan	At_84A2	0
GDPMan	At_84A1	0
GDPMan	At_75B1	0
Genistein	At_73C4	0
Genistein	At_78D1	0.5
Genistein	At_76E5	0
Genistein	At_73C7	0
Genistein	At_73B2	1
Genistein	At_76C4	0.5
Genistein	At_72E1	0
Genistein	At_89C1	0
Genistein	At_85A5	0.5
Genistein	At_85A4	0
Genistein	At_71B8	0
Genistein	At_76E4	0
Genistein	At_76E2	0
Genistein	At_76E1	0.5
Genistein	At_71C5	0
Genistein	At_72B3	0
Genistein	At_76E11	0
Genistein	At_75D1	0
Genistein	At_72C1	0
Genistein	At_84B2	0
Genistein	At_71C1	1
Genistein	At_71C2	0
Genistein	At_89B1	0
Genistein	At_74F1	0
Genistein	At_72E2	0
Genistein	At_72E3	0
Genistein	At_71C3	1
Genistein	At_71C4	0
Genistein	At_71B1	0.5
Genistein	At_73B3	0
Genistein	At_78D2	0
Genistein	At_71B6	0
Genistein	At_73B1	0
Genistein	At_71B5	1
Genistein	At_88A1	1
Genistein	At_73C3	0.5
Genistein	At_73B5	1
Genistein	At_76E12	1
Genistein	VVGT1	1
Genistein	At_72D1	1
Genistein	At_74B1	1
Genistein	At_73C5	1
Genistein	At_73C6	1
Genistein	At_73C1	1
Genistein	At_73B4	1
Genistein	At_74F2	1
Genistein	At_84A3	1
Genistein	At_84A4	1
Genistein	At_84B1	0
Genistein	At_84A2	1
Genistein	At_84A1	1
Genistein	At_75B1	1
Gibberellin A3	At_73C4	0
Gibberellin A3	At_78D1	0
Gibberellin A3	At_76E5	0
Gibberellin A3	At_73C7	0
Gibberellin A3	At_73B2	0
Gibberellin A3	At_76C4	0
Gibberellin A3	At_72E1	0
Gibberellin A3	At_89C1	0
Gibberellin A3	At_85A5	0
Gibberellin A3	At_85A4	0
Gibberellin A3	At_71B8	0
Gibberellin A3	At_76E4	0
Gibberellin A3	At_76E2	0
Gibberellin A3	At_76E1	0
Gibberellin A3	At_71C5	0
Gibberellin A3	At_72B3	0
Gibberellin A3	At_76E11	0
Gibberellin A3	At_75D1	0
Gibberellin A3	At_72C1	0
Gibberellin A3	At_72B1	0
Gibberellin A3	At_84B2	0
Gibberellin A3	At_71C1	0
Gibberellin A3	At_71C2	0
Gibberellin A3	At_89B1	0
Gibberellin A3	At_74F1	0
Gibberellin A3	At_72E2	0
Gibberellin A3	At_72E3	0
Gibberellin A3	At_71C3	0
Gibberellin A3	At_71C4	0
Gibberellin A3	At_71B1	0
Gibberellin A3	At_73B3	0
Gibberellin A3	At_78D2	0
Gibberellin A3	At_71B6	0
Gibberellin A3	At_73B1	0
Gibberellin A3	At_71B5	0
Gibberellin A3	At_88A1	0
Gibberellin A3	At_73C3	0
Gibberellin A3	At_73B5	0
Gibberellin A3	At_76E12	0
Gibberellin A3	VVGT1	0
Gibberellin A3	At_72D1	0
Gibberellin A3	At_74B1	0
Gibberellin A3	At_73C5	0
Gibberellin A3	At_73C6	0
Gibberellin A3	At_73C1	0
Gibberellin A3	At_73B4	0
Gibberellin A3	At_74F2	0
Gibberellin A3	At_84A3	0
Gibberellin A3	At_84A4	0
Gibberellin A3	At_84B1	0
Gibberellin A3	At_84A2	0
Gibberellin A3	At_84A1	0
Gibberellin A3	At_75B1	0
Gibberellin A4	At_73C4	0
Gibberellin A4	At_78D1	0
Gibberellin A4	At_76E5	0
Gibberellin A4	At_73C7	0
Gibberellin A4	At_73B2	0
Gibberellin A4	At_76C4	0
Gibberellin A4	At_72E1	0
Gibberellin A4	At_89C1	0
Gibberellin A4	At_85A5	0
Gibberellin A4	At_85A4	0
Gibberellin A4	At_71B8	0
Gibberellin A4	At_76E4	0
Gibberellin A4	At_76E2	0
Gibberellin A4	At_76E1	0
Gibberellin A4	At_71C5	0
Gibberellin A4	At_72B3	0
Gibberellin A4	At_76E11	0
Gibberellin A4	At_75D1	0
Gibberellin A4	At_72C1	0
Gibberellin A4	At_72B1	0
Gibberellin A4	At_84B2	0
Gibberellin A4	At_71C1	0
Gibberellin A4	At_71C2	0
Gibberellin A4	At_89B1	0
Gibberellin A4	At_74F1	0
Gibberellin A4	At_72E2	0
Gibberellin A4	At_72E3	0
Gibberellin A4	At_71C3	0
Gibberellin A4	At_71C4	0
Gibberellin A4	At_71B1	0
Gibberellin A4	At_73B3	0
Gibberellin A4	At_78D2	0
Gibberellin A4	At_71B6	0
Gibberellin A4	At_73B1	0
Gibberellin A4	At_71B5	0
Gibberellin A4	At_88A1	0
Gibberellin A4	At_73C3	0
Gibberellin A4	At_73B5	0.5
Gibberellin A4	At_76E12	0
Gibberellin A4	VVGT1	0
Gibberellin A4	At_72D1	0
Gibberellin A4	At_74B1	0
Gibberellin A4	At_73C5	0
Gibberellin A4	At_73C6	0
Gibberellin A4	At_73C1	0
Gibberellin A4	At_73B4	0
Gibberellin A4	At_74F2	0
Gibberellin A4	At_84A3	0
Gibberellin A4	At_84A4	0
Gibberellin A4	At_84B1	0
Gibberellin A4	At_84A2	0
Gibberellin A4	At_84A1	0
Gibberellin A4	At_75B1	0
GlcNAc	At_73C4	0
GlcNAc	At_78D1	0
GlcNAc	At_73B2	0
GlcNAc	At_72E1	0
GlcNAc	At_89C1	0
GlcNAc	At_85A5	0
GlcNAc	At_85A4	0
GlcNAc	At_71B8	0
GlcNAc	At_76E4	0
GlcNAc	At_76E2	0
GlcNAc	At_76E1	0
GlcNAc	At_71C5	0
GlcNAc	At_72B3	0
GlcNAc	At_76E11	0
GlcNAc	At_75D1	0
GlcNAc	At_72C1	0
GlcNAc	At_72B1	0
GlcNAc	At_84B2	0
GlcNAc	At_71C1	0
GlcNAc	At_71C2	0
GlcNAc	At_89B1	0
GlcNAc	At_74F1	0
GlcNAc	At_72E2	0
GlcNAc	At_72E3	0
GlcNAc	At_71C3	0
GlcNAc	At_71C4	0
GlcNAc	At_71B1	0
GlcNAc	At_73B3	0
GlcNAc	At_78D2	0
GlcNAc	At_71B6	0
GlcNAc	At_73B1	0
GlcNAc	At_71B5	0
GlcNAc	At_88A1	0
GlcNAc	At_73C3	0
GlcNAc	At_73B5	0
GlcNAc	At_76E12	0
GlcNAc	VVGT1	0
GlcNAc	At_72D1	0
GlcNAc	At_74B1	0
GlcNAc	At_73C5	0
GlcNAc	At_73C6	0
GlcNAc	At_73C1	0
GlcNAc	At_73B4	0
GlcNAc	At_74F2	0
GlcNAc	At_84A3	0
GlcNAc	At_84A4	0
GlcNAc	At_84B1	0
GlcNAc	At_84A2	0
GlcNAc	At_84A1	0
GlcNAc	At_75B1	0
Glucose	At_73C4	0
Glucose	At_78D1	0
Glucose	At_73B2	0
Glucose	At_72E1	0
Glucose	At_89C1	0
Glucose	At_85A5	0
Glucose	At_85A4	0
Glucose	At_71B8	0
Glucose	At_76E4	0
Glucose	At_76E2	0
Glucose	At_76E1	0
Glucose	At_71C5	0
Glucose	At_72B3	0
Glucose	At_76E11	0
Glucose	At_75D1	0
Glucose	At_72C1	0
Glucose	At_72B1	0
Glucose	At_84B2	0
Glucose	At_71C1	0
Glucose	At_71C2	0
Glucose	At_89B1	0
Glucose	At_74F1	0
Glucose	At_72E2	0
Glucose	At_72E3	0
Glucose	At_71C3	0
Glucose	At_71C4	0
Glucose	At_71B1	0
Glucose	At_73B3	0
Glucose	At_78D2	0
Glucose	At_71B6	0
Glucose	At_73B1	0
Glucose	At_71B5	0
Glucose	At_88A1	0
Glucose	At_73C3	0
Glucose	At_73B5	0
Glucose	At_76E12	0
Glucose	VVGT1	0
Glucose	At_72D1	0
Glucose	At_74B1	0
Glucose	At_73C5	0
Glucose	At_73C6	0
Glucose	At_73C1	0
Glucose	At_73B4	0
Glucose	At_74F2	0
Glucose	At_84A3	0
Glucose	At_84A4	0
Glucose	At_84B1	0
Glucose	At_84A2	0
Glucose	At_84A1	0
Glucose	At_75B1	0
Indole 3-acetate	At_73C4	0
Indole 3-acetate	At_78D1	0
Indole 3-acetate	At_76E5	0
Indole 3-acetate	At_73C7	0
Indole 3-acetate	At_73B2	0
Indole 3-acetate	At_76C4	0
Indole 3-acetate	At_72E1	0
Indole 3-acetate	At_89C1	0
Indole 3-acetate	At_85A5	0
Indole 3-acetate	At_85A4	0
Indole 3-acetate	At_71B8	0
Indole 3-acetate	At_76E4	0
Indole 3-acetate	At_76E2	0
Indole 3-acetate	At_76E1	0.5
Indole 3-acetate	At_71C5	0
Indole 3-acetate	At_72B3	0
Indole 3-acetate	At_76E11	0
Indole 3-acetate	At_75D1	0
Indole 3-acetate	At_72C1	0
Indole 3-acetate	At_72B1	0
Indole 3-acetate	At_84B2	1
Indole 3-acetate	At_71C1	0
Indole 3-acetate	At_71C2	0
Indole 3-acetate	At_89B1	0.5
Indole 3-acetate	At_74F1	0
Indole 3-acetate	At_72E2	0
Indole 3-acetate	At_72E3	0
Indole 3-acetate	At_71C3	0
Indole 3-acetate	At_71C4	0
Indole 3-acetate	At_71B1	0
Indole 3-acetate	At_73B3	0
Indole 3-acetate	At_78D2	0
Indole 3-acetate	At_71B6	0
Indole 3-acetate	At_73B1	0
Indole 3-acetate	At_71B5	0
Indole 3-acetate	At_88A1	0
Indole 3-acetate	At_73C3	0
Indole 3-acetate	At_73B5	0
Indole 3-acetate	At_76E12	0
Indole 3-acetate	VVGT1	0
Indole 3-acetate	At_72D1	0
Indole 3-acetate	At_74B1	0
Indole 3-acetate	At_73C5	0
Indole 3-acetate	At_73C6	0
Indole 3-acetate	At_73C1	0
Indole 3-acetate	At_73B4	0
Indole 3-acetate	At_74F2	1
Indole 3-acetate	At_84A3	0
Indole 3-acetate	At_84A4	0
Indole 3-acetate	At_84B1	1
Indole 3-acetate	At_84A2	1
Indole 3-acetate	At_84A1	1
Indole 3-acetate	At_75B1	1
Kaempferol	At_73C4	1
Kaempferol	At_78D1	1
Kaempferol	At_76E5	1
Kaempferol	At_73C7	1
Kaempferol	At_73B2	1
Kaempferol	At_76C4	1
Kaempferol	At_72E1	1
Kaempferol	At_89C1	1
Kaempferol	At_85A5	1
Kaempferol	At_85A4	1
Kaempferol	At_71B8	1
Kaempferol	At_76E4	1
Kaempferol	At_76E2	1
Kaempferol	At_76E1	1
Kaempferol	At_71C5	1
Kaempferol	At_72B3	1
Kaempferol	At_76E11	1
Kaempferol	At_75D1	1
Kaempferol	At_72C1	0
Kaempferol	At_72B1	0
Kaempferol	At_84B2	1
Kaempferol	At_71C1	1
Kaempferol	At_71C2	1
Kaempferol	At_89B1	1
Kaempferol	At_74F1	1
Kaempferol	At_72E2	0
Kaempferol	At_72E3	0
Kaempferol	At_71C3	1
Kaempferol	At_71C4	1
Kaempferol	At_71B1	1
Kaempferol	At_73B3	1
Kaempferol	At_78D2	1
Kaempferol	At_71B6	1
Kaempferol	At_73B1	1
Kaempferol	At_71B5	1
Kaempferol	At_88A1	1
Kaempferol	At_73C3	1
Kaempferol	At_73B5	1
Kaempferol	At_76E12	1
Kaempferol	VVGT1	1
Kaempferol	At_72D1	1
Kaempferol	At_74B1	1
Kaempferol	At_73C5	1
Kaempferol	At_73C6	1
Kaempferol	At_73C1	1
Kaempferol	At_73B4	1
Kaempferol	At_74F2	1
Kaempferol	At_84A3	1
Kaempferol	At_84A4	1
Kaempferol	At_84B1	1
Kaempferol	At_84A2	1
Kaempferol	At_84A1	1
Kaempferol	At_75B1	1
Kinetin	At_73C4	0
Kinetin	At_78D1	0
Kinetin	At_76E5	0
Kinetin	At_73C7	0
Kinetin	At_73B2	0
Kinetin	At_76C4	0
Kinetin	At_72E1	0
Kinetin	At_89C1	0
Kinetin	At_85A5	0
Kinetin	At_85A4	0
Kinetin	At_71B8	0
Kinetin	At_76E4	0
Kinetin	At_76E2	0
Kinetin	At_76E1	0
Kinetin	At_71C5	0
Kinetin	At_72B3	0
Kinetin	At_76E11	0
Kinetin	At_75D1	0
Kinetin	At_72C1	0
Kinetin	At_72B1	0
Kinetin	At_84B2	0
Kinetin	At_71C1	0
Kinetin	At_71C2	0
Kinetin	At_89B1	0
Kinetin	At_74F1	0
Kinetin	At_72E2	0
Kinetin	At_72E3	0
Kinetin	At_71C3	0
Kinetin	At_71C4	0
Kinetin	At_71B1	0
Kinetin	At_73B3	0
Kinetin	At_78D2	0
Kinetin	At_71B6	0
Kinetin	At_73B1	0
Kinetin	At_71B5	0
Kinetin	At_88A1	0
Kinetin	At_73C3	0
Kinetin	At_73B5	0
Kinetin	At_76E12	0
Kinetin	VVGT1	0
Kinetin	At_72D1	0
Kinetin	At_74B1	0
Kinetin	At_73C5	0
Kinetin	At_73C6	0
Kinetin	At_73C1	0
Kinetin	At_73B4	0
Kinetin	At_74F2	0
Kinetin	At_84A3	0
Kinetin	At_84A4	0
Kinetin	At_84B1	0
Kinetin	At_84A2	0
Kinetin	At_84A1	0
Kinetin	At_75B1	0
Luteolin	At_73C4	0
Luteolin	At_78D1	0
Luteolin	At_76E5	0.5
Luteolin	At_73C7	1
Luteolin	At_73B2	1
Luteolin	At_76C4	1
Luteolin	At_72E1	0.5
Luteolin	At_89C1	0
Luteolin	At_85A5	1
Luteolin	At_85A4	1
Luteolin	At_71B8	1
Luteolin	At_76E4	0
Luteolin	At_76E2	0
Luteolin	At_76E1	1
Luteolin	At_71C5	0.5
Luteolin	At_72B3	0
Luteolin	At_76E11	0
Luteolin	At_75D1	1
Luteolin	At_72C1	0
Luteolin	At_72B1	0
Luteolin	At_84B2	1
Luteolin	At_71C1	1
Luteolin	At_71C2	1
Luteolin	At_89B1	0.5
Luteolin	At_74F1	1
Luteolin	At_72E2	0
Luteolin	At_72E3	0
Luteolin	At_71C3	1
Luteolin	At_71C4	1
Luteolin	At_71B1	1
Luteolin	At_73B3	1
Luteolin	At_78D2	1
Luteolin	At_71B6	1
Luteolin	At_73B1	1
Luteolin	At_71B5	1
Luteolin	At_88A1	1
Luteolin	At_73C3	1
Luteolin	At_73B5	1
Luteolin	At_76E12	1
Luteolin	VVGT1	1
Luteolin	At_72D1	1
Luteolin	At_74B1	1
Luteolin	At_73C5	1
Luteolin	At_73C6	1
Luteolin	At_73C1	1
Luteolin	At_73B4	1
Luteolin	At_74F2	1
Luteolin	At_84A3	1
Luteolin	At_84A4	1
Luteolin	At_84B1	1
Luteolin	At_84A2	1
Luteolin	At_84A1	1
Luteolin	At_75B1	1
MUGlcNAc	At_73C4	0
MUGlcNAc	At_78D1	0
MUGlcNAc	At_73B2	0.5
MUGlcNAc	At_72E1	0
MUGlcNAc	At_89C1	0
MUGlcNAc	At_85A5	0
MUGlcNAc	At_85A4	0
MUGlcNAc	At_71B8	0
MUGlcNAc	At_76E4	0
MUGlcNAc	At_76E2	0
MUGlcNAc	At_76E1	0
MUGlcNAc	At_71C5	0
MUGlcNAc	At_72B3	0
MUGlcNAc	At_76E11	0
MUGlcNAc	At_75D1	0
MUGlcNAc	At_72C1	0
MUGlcNAc	At_84B2	0
MUGlcNAc	At_71C1	0
MUGlcNAc	At_71C2	0
MUGlcNAc	At_89B1	0
MUGlcNAc	At_74F1	0
MUGlcNAc	At_72E2	0
MUGlcNAc	At_72E3	0
MUGlcNAc	At_71C3	0
MUGlcNAc	At_71C4	0
MUGlcNAc	At_71B1	0
MUGlcNAc	At_73B3	0
MUGlcNAc	At_78D2	0
MUGlcNAc	At_71B6	0
MUGlcNAc	At_73B1	0
MUGlcNAc	At_71B5	0
MUGlcNAc	At_88A1	0
MUGlcNAc	At_73C3	0
MUGlcNAc	At_73B5	0
MUGlcNAc	At_76E12	0
MUGlcNAc	VVGT1	0
MUGlcNAc	At_72D1	0
MUGlcNAc	At_74B1	0
MUGlcNAc	At_73C5	0
MUGlcNAc	At_73C6	0
MUGlcNAc	At_73C1	0
MUGlcNAc	At_73B4	0
MUGlcNAc	At_74F2	0
MUGlcNAc	At_84A3	0
MUGlcNAc	At_84A4	0
MUGlcNAc	At_84B1	0
MUGlcNAc	At_84A2	0
MUGlcNAc	At_84A1	0
MUGlcNAc	At_75B1	0
ManSTol	At_73C4	0
ManSTol	At_78D1	0
ManSTol	At_73B2	0
ManSTol	At_72E1	0
ManSTol	At_89C1	0
ManSTol	At_85A5	0
ManSTol	At_85A4	0
ManSTol	At_71B8	0
ManSTol	At_76E4	0
ManSTol	At_76E2	0
ManSTol	At_76E1	0
ManSTol	At_71C5	0
ManSTol	At_72B3	0
ManSTol	At_76E11	0
ManSTol	At_75D1	0
ManSTol	At_72C1	0
ManSTol	At_84B2	0
ManSTol	At_71C1	0
ManSTol	At_71C2	0
ManSTol	At_89B1	0
ManSTol	At_74F1	0
ManSTol	At_72E2	0
ManSTol	At_72E3	0
ManSTol	At_71C3	0
ManSTol	At_71C4	0
ManSTol	At_71B1	0
ManSTol	At_73B3	0
ManSTol	At_78D2	0
ManSTol	At_71B6	0
ManSTol	At_73B1	0
ManSTol	At_71B5	0
ManSTol	At_88A1	0
ManSTol	At_73C3	0
ManSTol	At_73B5	0
ManSTol	At_76E12	0
ManSTol	VVGT1	0
ManSTol	At_72D1	0
ManSTol	At_74B1	0
ManSTol	At_73C5	0
ManSTol	At_73C6	0
ManSTol	At_73C1	0
ManSTol	At_73B4	0
ManSTol	At_74F2	0
ManSTol	At_84A3	0
ManSTol	At_84A4	0
ManSTol	At_84B1	0
ManSTol	At_84A2	0
ManSTol	At_84A1	0
ManSTol	At_75B1	0
N6-Benzyladenine	At_73C4	0
N6-Benzyladenine	At_78D1	0
N6-Benzyladenine	At_76E5	0
N6-Benzyladenine	At_73C7	0
N6-Benzyladenine	At_73B2	0
N6-Benzyladenine	At_76C4	0
N6-Benzyladenine	At_72E1	0
N6-Benzyladenine	At_89C1	0
N6-Benzyladenine	At_85A5	0
N6-Benzyladenine	At_85A4	0
N6-Benzyladenine	At_71B8	0
N6-Benzyladenine	At_76E4	0
N6-Benzyladenine	At_76E2	0
N6-Benzyladenine	At_76E1	0
N6-Benzyladenine	At_71C5	0
N6-Benzyladenine	At_72B3	0
N6-Benzyladenine	At_76E11	0
N6-Benzyladenine	At_75D1	0
N6-Benzyladenine	At_72C1	0
N6-Benzyladenine	At_84B2	0
N6-Benzyladenine	At_71C1	0
N6-Benzyladenine	At_71C2	0
N6-Benzyladenine	At_89B1	0
N6-Benzyladenine	At_74F1	0
N6-Benzyladenine	At_72E2	0
N6-Benzyladenine	At_72E3	0
N6-Benzyladenine	At_71C3	0
N6-Benzyladenine	At_71C4	0
N6-Benzyladenine	At_71B1	0
N6-Benzyladenine	At_73B3	0
N6-Benzyladenine	At_78D2	0
N6-Benzyladenine	At_71B6	0
N6-Benzyladenine	At_73B1	0
N6-Benzyladenine	At_71B5	0
N6-Benzyladenine	At_88A1	0
N6-Benzyladenine	At_73C3	0
N6-Benzyladenine	At_73B5	0
N6-Benzyladenine	At_76E12	0
N6-Benzyladenine	VVGT1	0
N6-Benzyladenine	At_72D1	0
N6-Benzyladenine	At_74B1	0
N6-Benzyladenine	At_73C5	0
N6-Benzyladenine	At_73C6	0
N6-Benzyladenine	At_73C1	0
N6-Benzyladenine	At_73B4	0
N6-Benzyladenine	At_84A3	0
N6-Benzyladenine	At_84B1	0
N6-Benzyladenine	At_84A2	0
N6-Benzyladenine	At_84A1	0
N6-Benzyladenine	At_75B1	0
N6-isopentenyladenine	At_73C4	0
N6-isopentenyladenine	At_78D1	0
N6-isopentenyladenine	At_76E5	0
N6-isopentenyladenine	At_73C7	0
N6-isopentenyladenine	At_73B2	0
N6-isopentenyladenine	At_76C4	0
N6-isopentenyladenine	At_72E1	0
N6-isopentenyladenine	At_89C1	0
N6-isopentenyladenine	At_85A5	0
N6-isopentenyladenine	At_85A4	0
N6-isopentenyladenine	At_71B8	0
N6-isopentenyladenine	At_76E4	0
N6-isopentenyladenine	At_76E2	0
N6-isopentenyladenine	At_76E1	0
N6-isopentenyladenine	At_71C5	0
N6-isopentenyladenine	At_72B3	0
N6-isopentenyladenine	At_76E11	0
N6-isopentenyladenine	At_75D1	0
N6-isopentenyladenine	At_72C1	0
N6-isopentenyladenine	At_84B2	0
N6-isopentenyladenine	At_71C1	0
N6-isopentenyladenine	At_71C2	0
N6-isopentenyladenine	At_89B1	0
N6-isopentenyladenine	At_74F1	0
N6-isopentenyladenine	At_72E2	0
N6-isopentenyladenine	At_72E3	0
N6-isopentenyladenine	At_71C3	0
N6-isopentenyladenine	At_71C4	0
N6-isopentenyladenine	At_71B1	0
N6-isopentenyladenine	At_73B3	0
N6-isopentenyladenine	At_78D2	0
N6-isopentenyladenine	At_71B6	0
N6-isopentenyladenine	At_73B1	0
N6-isopentenyladenine	At_71B5	0
N6-isopentenyladenine	At_88A1	0
N6-isopentenyladenine	At_73C3	0
