cid	SolventExcludedVolume	VoidVolume	VanDerWaalsVolume	PackingDensity
13	129.595	4.384	125.210	0.966
66	124.208	4.359	119.849	0.965
72	132.238	4.227	128.010	0.968
102	122.431	5.285	117.146	0.957
125	121.382	4.431	116.952	0.963
135	124.204	4.023	120.182	0.968
240	105.532	2.822	102.710	0.973
241	84.967	1.538	83.429	0.982
244	113.032	4.497	108.535	0.960
289	102.631	2.552	100.079	0.975
323	129.181	2.918	126.263	0.977
338	122.223	3.313	118.910	0.973
366	196.575	8.495	188.080	0.957
681	152.852	7.995	144.856	0.948
780	152.442	7.750	144.692	0.949
802	164.645	8.332	156.313	0.949
931	129.465	2.938	126.527	0.977
932	241.585	11.458	230.127	0.953
980	120.134	4.011	116.123	0.967
996	94.566	2.436	92.131	0.974
1140	103.547	3.194	100.353	0.969
1254	187.579	13.495	174.084	0.928
1738	170.978	8.859	162.119	0.948
2345	207.814	8.314	199.499	0.960
2355	185.350	7.675	177.675	0.959
3102	179.332	5.551	173.781	0.969
3197	1091.502	130.349	961.153	0.881
3314	169.554	8.095	161.460	0.952
3469	132.544	4.538	128.006	0.966
3830	186.887	5.683	181.205	0.970
4114	184.796	7.066	177.730	0.962
4133	140.055	3.925	136.130	0.972
4175	428.763	41.566	387.196	0.903
4477	254.005	9.422	244.583	0.963
4534	306.270	19.670	286.600	0.936
4592	285.294	15.579	269.715	0.945
4684	109.740	3.588	106.152	0.967
4685	115.348	3.722	111.626	0.968
4788	253.948	14.177	239.771	0.944
4947	196.833	9.960	186.874	0.949
5146	122.142	4.623	117.519	0.962
5564	222.865	9.724	213.141	0.956
5793	160.523	10.781	149.742	0.933
5959	269.110	19.961	249.149	0.926
6032	464.042	51.076	412.966	0.890
6047	183.079	10.237	172.841	0.944
6054	131.290	6.466	124.824	0.951
6072	401.846	31.213	370.634	0.922
6199	155.371	3.811	151.560	0.975
6288	117.225	7.302	109.923	0.938
6406	92.353	4.566	87.787	0.951
6466	322.533	25.210	297.323	0.922
6549	188.797	14.670	174.127	0.922
6884	160.302	8.803	151.499	0.945
6895	129.337	4.387	124.950	0.966
6914	138.887	4.898	133.989	0.965
6989	169.544	10.210	159.333	0.940
6995	136.961	6.176	130.784	0.955
6996	118.745	3.309	115.436	0.972
6997	128.909	4.263	124.646	0.967
6998	114.481	3.337	111.144	0.971
7003	143.402	3.709	139.693	0.974
7005	137.753	3.498	134.255	0.975
7020	173.574	4.211	169.363	0.976
7041	147.842	5.016	142.826	0.966
7058	150.132	4.782	145.350	0.968
7127	187.917	8.993	178.924	0.952
7128	184.556	6.426	178.130	0.965
7136	210.684	12.381	198.304	0.941
7137	208.315	10.652	197.664	0.949
7150	132.514	4.033	128.481	0.970
7172	170.908	8.713	162.194	0.949
7238	117.096	3.609	113.487	0.969
7239	114.669	3.308	111.361	0.971
7257	127.836	4.619	123.216	0.964
7270	144.647	5.457	139.190	0.962
7271	138.993	5.161	133.832	0.963
7374	133.383	5.301	128.082	0.960
7410	122.854	3.810	119.043	0.969
7463	158.342	8.382	149.959	0.947
7467	137.924	4.919	133.004	0.964
7476	149.726	5.155	144.571	0.966
7500	122.326	5.556	116.770	0.955
7503	118.778	4.681	114.098	0.961
7519	111.396	2.904	108.493	0.974
7644	160.874	5.243	155.631	0.967
7654	174.920	12.874	162.045	0.926
7780	226.224	14.076	212.148	0.938
7815	120.068	3.811	116.257	0.968
7950	130.468	4.778	125.690	0.963
7964	99.975	2.539	97.435	0.975
7969	105.206	3.082	102.124	0.971
8294	225.626	15.300	210.326	0.932
8363	215.454	8.775	206.679	0.959
8417	183.289	6.043	177.246	0.967
8434	160.293	6.490	153.802	0.960
8449	123.483	3.993	119.490	0.968
8499	159.498	5.392	154.106	0.966
8635	145.279	5.712	139.567	0.961
8653	193.870	6.098	187.771	0.969
8658	131.598	4.014	127.585	0.969
8785	151.674	7.149	144.525	0.953
9025	139.171	4.697	134.474	0.966
9064	255.222	12.727	242.494	0.950
9229	110.150	2.418	107.732	0.978
9450	134.867	3.451	131.416	0.974
9481	149.224	6.440	142.784	0.957
9591	108.929	3.810	105.118	0.965
9604	105.324	3.059	102.265	0.971
9948	199.011	8.704	190.307	0.956
10008	90.356	2.015	88.341	0.978
10114	493.599	36.131	457.469	0.927
10154	313.192	19.707	293.486	0.937
10251	212.187	8.345	203.843	0.961
10680	202.803	6.002	196.801	0.970
10742	177.219	6.675	170.544	0.962
10748	156.561	4.550	152.011	0.971
10778	153.433	8.151	145.282	0.947
10819	174.913	11.455	163.458	0.935
10869	129.414	4.360	125.054	0.966
10943	115.248	3.730	111.517	0.968
11119	142.173	5.141	137.032	0.964
11124	94.711	3.764	90.947	0.960
11334	123.981	4.110	119.870	0.967
11502	186.333	4.991	181.342	0.973
11782	148.171	5.188	142.984	0.965
11833	147.341	4.459	142.882	0.970
11895	146.194	4.568	141.626	0.969
11970	144.242	7.361	136.881	0.949
12167	127.104	4.127	122.977	0.968
12462	167.969	8.372	159.597	0.950
12463	144.292	5.386	138.906	0.963
12468	144.425	5.475	138.950	0.962
12560	776.780	86.150	690.630	0.889
12820	165.762	5.867	159.895	0.965
13247	179.617	8.140	171.477	0.955
13410	149.559	6.796	142.763	0.955
13601	125.204	7.897	117.307	0.937
14104	183.973	9.115	174.858	0.950
14307	147.640	5.119	142.522	0.965
14969	1358.630	157.500	1201.130	0.884
15541	306.670	21.081	285.589	0.931
15956	215.277	10.291	204.986	0.952
15965	165.980	6.206	159.774	0.963
16125	141.848	4.911	136.938	0.965
16126	141.849	4.814	137.035	0.966
16666	188.143	13.817	174.326	0.927
16668	155.998	4.265	151.732	0.973
17090	178.745	12.300	166.445	0.931
17100	180.397	11.503	168.895	0.936
18950	160.842	11.035	149.807	0.931
19089	149.153	6.963	142.190	0.953
19212	481.877	37.964	443.912	0.921
19309	122.352	5.980	116.372	0.951
19710	122.008	6.223	115.785	0.949
20421	172.185	8.659	163.526	0.950
20824	351.873	35.539	316.334	0.899
21648	171.574	10.128	161.446	0.941
21671	171.963	10.851	161.111	0.937
22503	156.932	6.028	150.904	0.962
22812	165.975	9.346	156.629	0.944
26305	227.025	11.071	215.953	0.951
26945	569.676	42.062	527.614	0.926
26955	218.237	12.313	205.923	0.944
27582	138.554	4.943	133.612	0.964
28659	110.512	5.647	104.865	0.949
30479	200.665	10.545	190.120	0.947
30553	176.529	5.195	171.335	0.971
31211	197.465	10.664	186.800	0.946
31229	133.921	5.642	128.279	0.958
31244	132.319	4.166	128.153	0.969
31553	425.945	28.387	397.558	0.933
31894	181.195	11.057	170.138	0.939
32021	213.732	10.904	202.827	0.949
33931	141.022	7.995	133.027	0.943
34140	230.508	10.994	219.513	0.952
34231	581.005	42.363	538.642	0.927
41017	156.047	5.730	150.318	0.963
42268	214.889	9.440	205.449	0.956
44259	425.188	23.749	401.438	0.944
47936	409.205	34.358	374.847	0.916
50591	123.956	3.619	120.337	0.971
53232	444.140	47.758	396.382	0.892
61151	158.814	5.297	153.516	0.967
61325	141.300	7.744	133.555	0.945
61334	160.924	8.067	152.856	0.950
62389	205.402	6.929	198.473	0.966
64685	172.979	10.310	162.669	0.940
64802	216.733	9.540	207.193	0.956
64981	368.658	30.011	338.647	0.919
65090	164.359	4.438	159.922	0.973
65126	337.360	22.405	314.955	0.934
65243	361.620	25.197	336.422	0.930
65727	437.166	34.149	403.017	0.922
67591	159.519	6.563	152.956	0.959
67650	185.459	6.565	178.894	0.965
67854	137.243	4.479	132.764	0.967
67878	138.453	4.952	133.501	0.964
67970	110.577	3.053	107.524	0.972
68071	231.665	10.577	221.088	0.954
68073	149.504	5.837	143.666	0.961
68099	131.824	4.304	127.521	0.967
68213	225.271	10.438	214.833	0.954
68247	244.654	9.215	235.439	0.962
68252	208.904	13.884	195.020	0.934
68289	119.210	3.422	115.788	0.971
68484	182.287	9.386	172.901	0.949
69146	206.250	7.043	199.206	0.966
69867	143.932	4.599	139.333	0.968
70144	154.975	7.130	147.845	0.954
70775	152.769	7.849	144.919	0.949
71034	200.181	5.789	194.392	0.971
72276	256.930	13.179	243.751	0.949
72303	276.095	17.237	258.858	0.938
72304	202.848	6.026	196.822	0.970
72493	725.981	80.175	645.807	0.890
72936	427.303	37.384	389.919	0.913
73399	336.272	19.875	316.397	0.941
73412	521.933	41.855	480.078	0.920
73571	257.604	11.327	246.277	0.956
75074	187.127	7.440	179.688	0.960
75724	205.368	13.107	192.261	0.936
77093	206.899	8.913	197.987	0.957
77793	229.633	7.331	222.302	0.968
78838	196.430	9.109	187.321	0.954
79332	159.452	5.400	154.051	0.966
79367	179.991	9.940	170.052	0.945
79964	134.902	4.863	130.039	0.964
83063	171.880	7.889	163.991	0.954
83651	132.916	4.778	128.138	0.964
84654	149.326	6.932	142.394	0.954
85730	113.266	5.667	107.599	0.950
85755	199.531	13.836	185.694	0.931
90720	265.853	17.672	248.181	0.934
91469	230.193	10.849	219.344	0.953
92109	320.866	26.618	294.248	0.917
92180	196.252	8.243	188.009	0.958
92249	160.682	5.500	155.182	0.966
92841	187.365	6.267	181.098	0.967
94156	211.996	10.016	201.981	0.953
94307	214.208	8.014	206.194	0.963
94525	229.174	7.252	221.922	0.968
96744	127.893	4.217	123.676	0.967
98955	176.055	6.229	169.826	0.965
99106	192.657	11.568	181.089	0.940
99514	335.303	26.592	308.711	0.921
100617	205.489	8.990	196.499	0.956
101693	194.241	14.140	180.101	0.927
102928	241.221	10.688	230.533	0.956
103607	275.235	25.524	249.711	0.907
107126	231.329	17.542	213.787	0.924
107670	637.924	53.710	584.214	0.916
107905	381.243	21.211	360.032	0.944
107985	340.940	27.964	312.975	0.918
108507	205.412	14.406	191.007	0.930
111037	219.826	14.710	205.116	0.933
114829	231.697	10.282	221.415	0.956
114840	261.052	14.122	246.930	0.946
119011	119.939	3.869	116.070	0.968
122724	458.115	30.519	427.596	0.933
122738	513.689	41.736	471.952	0.919
122850	250.032	12.517	237.515	0.950
123059	134.795	4.770	130.025	0.965
123112	120.628	4.151	116.478	0.966
124219	264.332	12.383	251.949	0.953
128861	242.454	8.827	233.627	0.964
133766	343.702	24.718	318.984	0.928
136173	120.466	4.116	116.351	0.966
137614	177.268	10.100	167.169	0.943
138966	124.814	3.338	121.475	0.973
142093	135.241	4.954	130.287	0.963
142094	134.783	4.728	130.056	0.965
143754	104.218	3.064	101.155	0.971
145858	197.756	5.537	192.220	0.972
146047	243.358	11.283	232.075	0.954
147157	229.871	7.154	222.717	0.969
147795	238.779	9.478	229.300	0.960
151515	217.802	7.132	210.671	0.967
155011	288.002	14.343	273.659	0.950
155240	189.238	10.413	178.825	0.945
157153	139.862	5.893	133.969	0.958
162397	184.409	10.448	173.961	0.943
173273	314.282	20.013	294.269	0.936
174174	297.952	23.035	274.918	0.923
174375	289.271	10.760	278.512	0.963
176096	297.242	16.865	280.377	0.943
179615	158.628	5.531	153.096	0.965
182325	164.774	8.699	156.075	0.947
188297	251.593	17.790	233.803	0.929
213728	230.310	8.305	222.005	0.964
220184	147.377	7.443	139.934	0.949
220295	195.797	6.605	189.192	0.966
221165	143.915	7.769	136.147	0.946
222284	482.979	37.573	445.407	0.922
222393	225.970	12.680	213.290	0.944
223144	211.198	10.759	200.440	0.949
226487	237.833	11.181	226.652	0.953
227829	259.669	19.840	239.830	0.924
231496	137.524	6.377	131.147	0.954
237228	155.627	7.981	147.646	0.949
237447	210.369	9.135	201.234	0.957
238398	118.874	6.708	112.166	0.944
242065	227.639	9.385	218.254	0.959
244690	224.515	9.800	214.715	0.956
247344	232.577	12.138	220.439	0.948
248021	217.920	6.851	211.069	0.969
255587	189.653	9.995	179.658	0.947
261391	208.142	6.444	201.698	0.969
261393	207.418	6.071	201.346	0.971
261394	208.139	6.220	201.920	0.970
261395	208.524	6.437	202.087	0.969
261397	208.328	6.208	202.119	0.970
271816	146.323	10.150	136.173	0.931
285033	547.317	55.530	491.787	0.899
285371	127.893	6.119	121.774	0.952
330542	334.987	23.390	311.597	0.930
334306	256.800	12.982	243.818	0.949
356759	318.060	19.984	298.075	0.937
390807	174.643	5.871	168.772	0.966
398789	317.817	24.851	292.966	0.922
439174	204.643	14.669	189.974	0.928
439194	95.397	5.202	90.195	0.945
439378	178.458	11.639	166.818	0.935
439533	259.851	13.366	246.486	0.949
439653	331.240	26.225	305.015	0.921
440735	249.298	11.594	237.704	0.953
442793	312.459	19.437	293.022	0.938
442985	446.650	34.298	412.352	0.923
444539	142.410	4.297	138.113	0.970
445154	214.408	7.468	206.939	0.965
445858	179.075	6.545	172.531	0.963
449093	206.151	9.344	196.808	0.955
466268	229.281	7.195	222.086	0.969
466272	217.625	6.484	211.141	0.970
466273	217.630	6.769	210.861	0.969
520466	166.517	9.524	156.993	0.943
521184	137.242	4.034	133.209	0.971
522000	180.245	9.808	170.437	0.946
577969	181.354	7.904	173.450	0.956
578495	181.403	7.873	173.530	0.957
579331	212.905	8.831	204.074	0.959
584904	233.157	8.932	224.225	0.962
592453	137.434	4.070	133.364	0.970
595377	187.407	6.572	180.835	0.965
596339	135.152	3.458	131.693	0.974
607716	228.279	9.638	218.641	0.958
607798	191.967	5.508	186.459	0.971
610875	213.321	6.308	207.014	0.970
611808	201.545	6.119	195.427	0.970
615442	188.845	5.461	183.384	0.971
622751	279.493	11.576	267.916	0.959
625694	269.695	20.149	249.546	0.925
627458	245.435	14.959	230.476	0.939
637540	151.834	4.805	147.029	0.968
637541	153.325	5.695	147.629	0.963
637542	152.870	5.354	147.516	0.965
637566	186.875	11.481	175.394	0.939
637775	206.382	7.841	198.541	0.962
638006	230.329	7.524	222.805	0.967
688669	256.310	8.918	247.391	0.965
689014	260.151	12.420	247.731	0.952
689043	160.473	5.210	155.262	0.968
689075	178.850	6.322	172.527	0.965
689111	224.167	10.233	213.934	0.954
736736	216.471	6.475	209.996	0.970
746449	252.450	10.088	242.362	0.960
802311	206.827	10.351	196.477	0.950
854026	245.075	16.368	228.707	0.933
928228	179.071	7.328	171.743	0.959
958750	167.013	6.126	160.886	0.963
1383603	222.566	9.603	212.963	0.957
1481671	165.507	5.092	160.415	0.969
1548943	332.682	23.033	309.650	0.931
1549095	175.559	6.225	169.334	0.965
1666397	254.711	13.047	241.664	0.949
1695558	251.700	9.890	241.810	0.961
2733787	343.933	23.159	320.774	0.933
2736603	143.172	5.946	137.225	0.958
2755679	176.292	6.273	170.020	0.964
2759713	161.123	7.946	153.177	0.951
2817223	230.022	11.693	218.330	0.949
2817225	263.166	13.167	249.999	0.950
2825024	241.670	11.183	230.487	0.954
3001686	400.014	45.656	354.358	0.886
3019951	273.377	22.004	251.374	0.920
3020659	160.863	10.404	150.460	0.935
3085295	236.601	11.737	224.864	0.950
3280140	557.432	43.488	513.943	0.922
3295299	158.385	8.483	149.902	0.946
4118131	165.612	8.598	157.015	0.948
5150599	214.565	7.836	206.728	0.963
5262584	203.200	6.878	196.322	0.966
5270543	217.702	8.746	208.956	0.960
5280335	361.701	28.540	333.160	0.921
5280343	246.338	8.682	237.656	0.965
5280371	163.929	4.037	159.892	0.975
5280440	967.086	115.953	851.133	0.880
5280441	371.024	21.596	349.428	0.942
5280442	247.280	8.570	238.710	0.965
5280443	229.960	7.971	221.988	0.965
5280445	238.795	8.556	230.239	0.964
5280448	248.612	9.044	239.568	0.964
5280460	165.827	5.217	160.610	0.969
5280535	149.464	5.355	144.109	0.964
5280567	156.695	5.251	151.444	0.966
5280633	314.528	19.889	294.640	0.937
5280863	237.606	8.334	229.272	0.965
5280896	268.306	16.694	251.612	0.938
5280961	229.415	7.971	221.444	0.965
5281166	223.393	15.492	207.901	0.931
5281222	242.693	8.453	234.240	0.965
5281343	146.996	4.170	142.825	0.972
5281416	148.507	4.702	143.806	0.968
5281426	139.450	4.004	135.445	0.971
5281605	228.785	7.258	221.526	0.968
5281607	219.872	6.979	212.893	0.968
5281614	238.503	8.465	230.038	0.965
5281628	257.748	11.028	246.720	0.957
5281647	347.609	18.605	329.004	0.946
5281654	264.840	10.228	254.612	0.961
5281656	209.042	6.716	202.326	0.968
5281672	256.206	9.433	246.773	0.963
5281701	248.406	9.514	238.892	0.962
5281703	249.927	11.414	238.512	0.954
5281708	222.213	7.665	214.548	0.966
5281718	356.874	20.281	336.593	0.943
5281787	272.863	13.005	259.858	0.952
5281811	258.653	11.297	247.356	0.956
5281855	225.518	6.978	218.540	0.969
5284507	273.142	20.987	252.154	0.923
5284649	231.322	8.202	223.119	0.965
5315892	140.992	4.689	136.303	0.967
5317284	267.534	11.799	255.736	0.956
5317700	213.442	10.132	203.310	0.953
5318517	359.226	27.863	331.363	0.922
5318650	241.027	8.548	232.479	0.965
5319502	165.486	5.507	159.979	0.967
5320053	306.713	14.858	291.855	0.952
5320315	249.507	10.722	238.786	0.957
5320954	241.164	9.069	232.095	0.962
5321775	318.269	19.144	299.126	0.940
5327038	782.654	77.236	705.418	0.901
5328791	172.201	7.643	164.558	0.956
5337757	167.928	5.595	162.333	0.967
5338490	187.425	8.351	179.074	0.955
5354284	165.246	5.621	159.625	0.966
5363817	232.402	19.380	213.022	0.917
5366264	177.024	9.425	167.599	0.947
5370052	235.303	19.863	215.440	0.916
5373729	226.044	16.285	209.760	0.928
5375199	277.026	25.222	251.804	0.909
5375469	174.680	7.187	167.493	0.959
5379033	322.888	16.664	306.224	0.948
5379096	286.223	13.156	273.067	0.954
5398649	223.322	10.436	212.886	0.953
5413034	221.942	7.971	213.971	0.964
5464170	314.999	16.220	298.778	0.949
5484169	175.853	8.462	167.390	0.952
5497136	403.908	33.332	370.575	0.917
5912039	244.182	15.273	228.910	0.937
6255462	231.995	8.050	223.945	0.965
6293081	277.034	10.579	266.456	0.962
7009598	246.544	18.351	228.193	0.926
7015695	227.666	19.748	207.919	0.913
9842892	347.891	22.393	325.499	0.936
9883304	256.317	8.536	247.780	0.967
9898919	172.880	10.799	162.081	0.938
9991610	206.657	9.334	197.323	0.955
10057850	135.213	3.557	131.656	0.974
10176665	227.415	13.277	214.139	0.942
10225624	480.845	47.981	432.864	0.900
10441749	118.966	3.411	115.555	0.971
10467474	223.362	8.582	214.780	0.962
10681515	245.607	13.700	231.907	0.944
10796995	144.222	5.078	139.144	0.965
10922465	253.791	16.765	237.026	0.934
10955174	245.975	15.710	230.265	0.936
10955672	228.687	10.655	218.032	0.953
10988376	207.477	6.221	201.256	0.970
11032058	219.493	9.995	209.499	0.954
11085875	208.369	6.486	201.883	0.969
11105361	127.050	5.367	121.683	0.958
11149475	239.889	9.859	230.030	0.959
11240776	156.522	4.458	152.064	0.972
11368162	221.504	9.874	211.630	0.955
11446884	162.396	5.359	157.037	0.967
11507421	252.313	10.177	242.136	0.960
11727234	263.830	8.829	255.002	0.967
11876195	267.588	18.661	248.927	0.930
12209506	218.302	7.162	211.141	0.967
12240636	225.058	6.426	218.632	0.971
12304694	225.741	17.658	208.083	0.922
12310492	328.169	22.291	305.878	0.932
12398446	190.903	7.067	183.835	0.963
12398447	200.699	7.751	192.948	0.961
12426239	182.861	11.615	171.246	0.936
12514018	245.930	13.095	232.835	0.947
12553720	252.525	10.040	242.485	0.960
12669351	263.304	13.220	250.084	0.950
12689827	212.854	8.782	204.072	0.959
12693379	203.015	8.719	194.296	0.957
12731045	215.362	8.440	206.923	0.961
12731046	218.095	10.677	207.418	0.951
12732963	144.790	3.990	140.800	0.972
13015717	153.465	5.458	148.007	0.964
13031970	131.411	7.248	124.164	0.945
13807896	268.650	16.827	251.823	0.937
13846689	271.752	15.294	256.458	0.944
14299523	236.817	12.354	224.463	0.948
14349486	258.342	10.562	247.780	0.959
14382157	183.134	11.685	171.449	0.936
14427423	343.793	23.609	320.183	0.931
14565843	236.540	17.402	219.138	0.926
14909454	198.736	5.494	193.242	0.972
15262172	229.092	7.288	221.804	0.968
15655238	101.384	5.329	96.055	0.947
15717462	152.160	4.710	147.451	0.969
15725797	262.498	15.933	246.566	0.939
15731437	252.016	10.829	241.187	0.957
16219484	479.970	43.716	436.254	0.909
20083560	217.387	8.834	208.553	0.959
20452412	224.680	9.437	215.244	0.958
20596579	162.536	7.920	154.616	0.951
20976640	215.113	8.318	206.794	0.961
21465661	182.453	12.686	169.767	0.930
21611827	239.795	11.447	228.348	0.952
21722188	393.703	25.567	368.136	0.935
21928631	179.252	4.875	174.376	0.973
21932272	248.672	11.959	236.713	0.952
22096539	115.534	2.971	112.563	0.974
22716855	241.660	12.702	228.958	0.947
23581946	439.433	37.628	401.805	0.914
25056407	391.687	23.781	367.906	0.939
42607887	239.851	11.853	227.999	0.951
44587007	211.653	7.763	203.889	0.963
44587010	221.868	9.019	212.850	0.959
45069335	248.075	12.734	235.340	0.949
45117142	236.753	9.850	226.902	0.958
45382232	227.807	12.302	215.505	0.946
53297394	305.270	17.254	288.017	0.943
53377390	414.185	31.638	382.547	0.924
53395455	165.237	4.932	160.306	0.970
53441188	175.024	5.856	169.168	0.967
53694162	220.978	17.021	203.957	0.923
54005809	216.910	13.341	203.569	0.938
54056893	245.059	16.943	228.116	0.931
54105512	187.131	6.379	180.752	0.966
54139758	253.949	23.940	230.008	0.906
54182336	174.276	7.398	166.877	0.958
54413375	160.792	6.535	154.257	0.959
54484293	261.968	14.045	247.922	0.946
54675768	1015.552	78.629	936.923	0.923
54675769	583.000	49.649	533.350	0.915
54679630	147.572	4.421	143.152	0.970
55273731	166.405	8.559	157.845	0.949
55275176	175.705	8.429	167.277	0.952
66777173	235.682	9.598	226.085	0.959
66856475	268.009	17.423	250.585	0.935
67042231	227.756	10.672	217.084	0.953
68146761	242.966	12.085	230.881	0.950
69560032	183.133	10.078	173.055	0.945
70884183	463.119	49.198	413.921	0.894
71339444	183.456	12.028	171.428	0.934
72648693	532.735	40.318	492.418	0.924
72738902	265.407	13.671	251.736	0.948
76832036	163.924	6.257	157.667	0.962
85447335	507.519	40.367	467.152	0.920
85773370	210.713	9.523	201.190	0.955
85777085	224.537	7.017	217.520	0.969
90657995	257.693	12.235	245.458	0.953
91747288	237.956	19.128	218.829	0.920
91749226	209.783	11.836	197.946	0.944
101763507	867.238	69.147	798.091	0.920
102334912	176.778	10.548	166.230	0.940
119087140	195.835	8.181	187.654	0.958
123866419	202.932	7.677	195.255	0.962
129320322	392.591	26.662	365.929	0.932
129865704	209.119	7.201	201.918	0.966
129883109	215.853	6.245	209.608	0.971
135403798	485.287	31.564	453.724	0.935
137530204	220.262	8.811	211.451	0.960
141006514	261.480	12.526	248.954	0.952
148791698	226.516	9.617	216.899	0.958
154128759	224.900	17.182	207.718	0.924
162886613	277.864	17.781	260.082	0.936
163085752	307.144	20.290	286.854	0.934
166154999	234.371	7.529	226.843	0.968
UNKNOWN1	333.039	27.553	305.487	0.917
UNKNOWN2	269.275	22.487	246.788	0.916
UNKNOWN3	281.946	19.742	262.205	0.930
UNKNOWN4	513.968	52.321	461.646	0.898
UNKNOWN5	402.675	39.354	363.320	0.902
UNKNOWN6	530.170	49.603	480.567	0.906
